"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"BCL11B","BCL11B",0.471294911502582,6.7234024909855,3.92395400390511,9.95115237380325e-05,0.0162133333056718,1.13316030145964
"HCN3","HCN3",-0.345345696296346,6.73040013051634,-3.91239192838146,0.000104247634577793,0.0168260235193348,1.0921624360904
"A2M","A2M",0.399222349523406,14.1093420057007,3.9085601144911,0.000105863764502224,0.0168260235193348,1.07860020807072
"HSD11B1","HSD11B1",0.442949420867827,6.69722364093591,3.90820736846756,0.000106013727024216,0.0168260235193348,1.07735233243085
"FZD9","FZD9",-0.767027797741778,3.82687636798733,-3.89975368577465,0.000109668359315138,0.0171763050165312,1.04747808077494
"NFKBIL2","NFKBIL2",-0.355591380831989,8.40580720413617,-3.89863617495942,0.000110160301199354,0.0171763050165312,1.04353346845712
"AHRR","AHRR",-0.544581239914544,5.1405412127472,-3.8956739402938,0.000111474436501181,0.0171763050165312,1.03308243241753
"PLEK","PLEK",0.414255614521772,9.29575436165449,3.89460461913236,0.000111952452446024,0.0171763050165312,1.02931159565532
"CCR2","CCR2",0.462491100898917,6.74013069399455,3.89183813659736,0.000113198161756964,0.0172238955050204,1.01956041317623
"DNAJC5B","DNAJC5B",0.50290735042326,4.8903569011144,3.88967541816727,0.000114181125786131,0.0172310549741677,1.01194187097562
"SEMA4A","SEMA4A",0.331798891666783,9.7969835169156,3.88542026989303,0.000116138728599041,0.0173839848149345,0.996963964812285
"EIF4EBP1","EIF4EBP1",-0.401027484397216,9.40823278516285,-3.87683786570565,0.000120184109622865,0.0175228047910925,0.966801047057846
"C5orf20","C5orf20",0.536672727085574,4.23486987100068,3.87679616067162,0.000120204089096829,0.0175228047910925,0.96665462694809
"LRRK2","LRRK2",0.748036729794648,9.70575723110491,3.87675241550971,0.000120225049302605,0.0175228047910925,0.966501045841055
"F13A1","F13A1",0.574093853119522,9.39744941165718,3.87119219835409,0.00012291751479568,0.0175228047910925,0.94699337619078
"H2AFX","H2AFX",-0.270831790108222,9.75557819568984,-3.87102658663688,0.000122998578040164,0.0175228047910925,0.946412740213449
"RCSD1","RCSD1",0.349382249343049,8.31050907651921,3.87065136728709,0.000123182426602806,0.0175228047910925,0.945097304324061
"RWDD3","RWDD3",-0.172412976014382,7.57526221860714,-3.86926721036595,0.000123862880398483,0.0175228047910925,0.940245790036852
"SPTLC3","SPTLC3",0.571166421107546,7.50686966932658,3.86761408977928,0.000124680214417094,0.0175228047910925,0.934453679740369
"CCL17","CCL17",0.728990155328569,4.71784860173136,3.864421930178,0.000126272930045435,0.0175582945491754,0.923275734493153
"BTD","BTD",0.22022501969807,8.39788418445062,3.86329436943026,0.000126840105102403,0.0175582945491754,0.919329436084603
"MEX3A","MEX3A",-0.52689747400512,8.66571040728961,-3.86010727279921,0.000128456301768898,0.017649320685576,0.90818089814371
"ASPA","ASPA",0.434832460434382,2.53823193651722,3.85065881678455,0.000133362842842627,0.0179539811037913,0.875180659997555
"C4orf7","C4orf7",0.925880359971376,4.25066407727456,3.85057148748321,0.000133409007925325,0.0179539811037913,0.874876002080584
"IKZF1","IKZF1",0.389895852499321,8.63683766632827,3.84906752089111,0.000134206426745091,0.0179539811037913,0.869630264798583
"MTF2","MTF2",-0.18052714803577,8.95575842037523,-3.84822404289454,0.000134655616959752,0.0179539811037913,0.866689109510164
"TIFAB","TIFAB",0.514376509772537,3.58159321444412,3.84655325857169,0.000135549583044212,0.0179539811037913,0.860864972695536
"PURA","PURA",0.190027859196272,8.07504143074597,3.84245361939303,0.000137766949678868,0.0181173379324117,0.846584212327567
"ZYG11A","ZYG11A",-0.768397747049039,4.68620714435975,-3.83225554252083,0.00014343236718939,0.0187286050519423,0.81112199032586
